method,"['gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'gcn_plain', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net1', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'diff_pool_net2', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'sagpool', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk', 'topk']"
train_percentage,"[0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.4, 0.5]"
best_accuracy,"[0.5689261233815689, 0.6303531179564238, 0.7803921568627451, 0.8078495502861816, 0.8632246376811594, 0.856988082340195, 0.8596273291925466, 0.8571428571428571, 0.5411160058737151, 0.6770914777169664, 0.562111801242236, 0.589540412044374, 0.7392086330935251, 0.88, 0.8128872366790583, 0.7835926449787836, 0.5684367988032909, 0.6636155606407322, 0.7676609105180534, 0.8329238329238329, 0.8234758871701547, 0.8696581196581197, 0.7801507537688442, 0.6897546897546898, 0.5547550432276657, 0.6460843373493976, 0.8091660405709993, 0.8369829683698297, 0.8663507109004739, 0.8622816032887975, 0.8847117794486216, 0.8806646525679759, 0.5877061469265368, 0.7301223241590215, 0.7888975762314308, 0.8262948207171315, 0.8467360454115421, 0.8729817007534983, 0.8827238335435057, 0.8710601719197708, 0.5548733691481197, 0.5806938159879337, 0.7801587301587302, 0.8061389337641357, 0.8436911487758946, 0.8681434599156118, 0.8645707376058042, 0.8931185944363104, 0.511380880121396, 0.5864719446579554, 0.5730421686746988, 0.7277867528271406, 0.7887323943661971, 0.7005235602094241, 0.8626974483596598, 0.7549857549857549, 0.4670126019273536, 0.6519174041297935, 0.7470634299138607, 0.798202614379085, 0.8409090909090909, 0.7033542976939203, 0.8454882571075402, 0.8614008941877794, 0.6619508562918839, 0.5791090629800307, 0.8167300380228137, 0.8118323746918652, 0.8442844284428442, 0.8657865786578658, 0.8479318734793188, 0.8831360946745562, 0.6324081020255063, 0.6997654417513682, 0.7841781874039938, 0.861864406779661, 0.8518518518518519, 0.8765822784810127, 0.856280193236715, 0.875, 0.487256371814093, 0.6710334788937409, 0.7298161470823341, 0.8344262295081967, 0.8501908396946565, 0.8526543878656555, 0.8578199052132701, 0.8670694864048338, 0.5066568047337278, 0.73515625, 0.65143299767622, 0.6443894389438944, 0.7043158861340679, 0.7817047817047817, 0.7624242424242424, 0.6255778120184899, 0.6622710622710622, 0.686046511627907, 0.7567567567567568, 0.7813531353135313, 0.5852059925093633, 0.591728525980912, 0.864321608040201, 0.7860394537177542, 0.6303030303030303, 0.7782012195121951, 0.8119590873328089, 0.8419666374012291, 0.8463687150837989, 0.8649214659685864, 0.8872727272727273, 0.8822733423545331, 0.6574212893553223, 0.7163720215219063, 0.8043990573448547, 0.8439597315436241, 0.8547794117647058, 0.8739130434782608, 0.8562874251497006, 0.8605388272583201, 0.5082706766917293, 0.7236842105263158, 0.7654417513682564, 0.8312128922815946, 0.8542056074766355, 0.8672839506172839, 0.866421568627451, 0.8468335787923417, 0.57006603081438, 0.41078208048595294, 0.6089693154996066, 0.8326530612244898, 0.6991942703670546, 0.6652126499454744, 0.8072590738423029, 0.7209631728045326, 0.6020710059171598, 0.53125, 0.7519142419601837, 0.8160621761658031, 0.7573260073260073, 0.5896907216494846, 0.6053593179049939, 0.7040650406504065, 0.5277983691623425, 0.7460076045627376, 0.8246297739672642, 0.8471872376154492, 0.8418514946962391, 0.850669412976313, 0.881851400730816, 0.8680981595092024, 0.6283464566929133, 0.7648831951770911, 0.7827067669172932, 0.7642276422764228, 0.851104707012488, 0.8780737704918032, 0.8724179829890644, 0.8764880952380952, 0.6128284389489954, 0.7005113221329438, 0.7679516250944822, 0.8017727639000806, 0.8592321755027422, 0.8783930510314875, 0.89, 0.8853410740203193, 0.5087082728592163, 0.5113192818110851, 0.575, 0.7119205298013245, 0.8497652582159625, 0.7438370846730975, 0.8056580565805658, 0.7740458015267175, 0.6785980611483967, 0.6859939759036144, 0.7128245476003147, 0.7924071082390953, 0.5136563876651983, 0.7280163599182005, 0.6230859835100118, 0.8705357142857143, 0.6334332833583208, 0.75, 0.7791798107255521, 0.8453947368421053, 0.8585152838427947, 0.880801687763713, 0.8766310794780545, 0.8613861386138614, 0.5739910313901345, 0.6768759571209801, 0.7931034482758621, 0.8073248407643312, 0.850828729281768, 0.8614900314795383, 0.8448484848484848, 0.8423423423423423, 0.6638972809667674, 0.6272321428571429, 0.7828793774319066, 0.8347457627118644, 0.8670360110803325, 0.8592666005946482, 0.8650306748466258, 0.8960244648318043, 0.5471417965850037, 0.7034220532319392, 0.633976833976834, 0.6510288065843621, 0.8444444444444444, 0.6575916230366492, 0.760248447204969, 0.7985074626865671, 0.5312259059367772, 0.7387453874538745, 0.6890822784810127, 0.7002417405318292, 0.8462946020128088, 0.41034103410341033, 0.866421568627451, 0.8135838150289018, 0.6329479768786127, 0.6715160796324655, 0.8163733741392502, 0.8287724784988272, 0.8628404669260701, 0.870600414078675, 0.8735919899874843, 0.8775510204081632, 0.584920030464585, 0.7715582450832073, 0.8159509202453987, 0.8285243198680956, 0.8380681818181818, 0.8739130434782608, 0.8734491315136477, 0.8671641791044776, 0.6442953020134228, 0.6538461538461539, 0.7911921032649962, 0.8096800656275636, 0.8413729128014842, 0.875406283856988, 0.8869778869778869, 0.8565022421524664, 0.5682819383259912, 0.3387096774193548, 0.7168347556245152, 0.7157534246575342, 0.7476099426386233, 0.7652631578947369, 0.8729729729729729, 0.873546511627907, 0.4045189504373178, 0.6676624346527259, 0.7694680030840401, 0.8180354267310789, 0.8236889692585895, 0.7880724174653887, 0.7128712871287128, 0.8183118741058655, 0.5956813104988831, 0.7037878787878787, 0.8228346456692913, 0.8267326732673267, 0.8695219123505976, 0.8700623700623701, 0.8747016706443914, 0.8696969696969697, 0.6872673119880863, 0.7368804664723032, 0.7643410852713178, 0.8305227655986509, 0.8674928503336511, 0.8553846153846154, 0.8571428571428571, 0.8856304985337243, 0.5409356725146199, 0.6513828238719068, 0.7442231075697211, 0.8432475884244373, 0.8583333333333333, 0.8501006036217303, 0.8553770086526576, 0.8801775147928994, 0.6193308550185873, 0.4616541353383459, 0.6987480438184663, 0.6761032472939217, 0.6594594594594595, 0.669882100750268, 0.8077388149939541, 0.7949921752738655, 0.6504424778761062, 0.6630851880276285, 0.68359375, 0.7620211898940505, 0.835216572504708, 0.7428872497365648, 0.8277153558052435, 0.8024132730015083, 0.6846038863976084, 0.6994577846630519, 0.7778637770897833, 0.825422365245374, 0.8400374181478016, 0.8626430801248699, 0.8703030303030304, 0.8744588744588745, 0.6091254752851711, 0.7197595792637115, 0.7852564102564102, 0.8303946263643996, 0.8536585365853658, 0.8622502628811777, 0.8629130966952264, 0.8564885496183207, 0.46971935007385524, 0.6011816838995568, 0.7519623233908949, 0.81953125, 0.854089219330855, 0.8571428571428571, 0.8903775883069428, 0.8652694610778443, 0.6267247639796659, 0.5632096896290689, 0.611681136543015, 0.6675041876046901, 0.7420526793823796, 0.6326530612244898, 0.6687192118226601, 0.6361031518624641, 0.6338134950720242, 0.7419835943325876, 0.6474358974358975, 0.7963118189438391, 0.7615023474178404, 0.42105263157894735, 0.6915995397008056, 0.8403100775193798, 0.6362973760932945, 0.7258064516129032, 0.7884169884169884, 0.8156378600823045, 0.8486536675951718, 0.8732840549102429, 0.873341375150784, 0.849112426035503, 0.6606875934230194, 0.7526236881559221, 0.8, 0.8236734693877551, 0.8378378378378378, 0.8697001034126164, 0.8693586698337292, 0.8710601719197708, 0.5557986870897156, 0.6137724550898204, 0.75, 0.7960848287112561, 0.851063829787234, 0.8938244853737811, 0.8634686346863468, 0.8851963746223565, 0.4019607843137255, 0.4122938530734633, 0.5294117647058824, 0.6356655290102389, 0.5580110497237569, 0.8218884120171673, 0.6971153846153846, 0.6681286549707602, 0.5091307523739956, 0.6578743211792087, 0.743161094224924, 0.8070318887980377, 0.7872954764196343, 0.8275154004106776, 0.8407407407407408, 0.7303703703703703, 0.6541019955654102, 0.6384439359267735, 0.7935034802784223, 0.8431876606683805, 0.8448430493273542, 0.8618063112078346, 0.8711734693877551, 0.8858447488584474, 0.6117021276595744, 0.7587719298245614, 0.7871649065800163, 0.8421052631578947, 0.8671519563239308, 0.8732106339468303, 0.8690176322418136, 0.8869309838472834]"
